t,l,EEG Fp1_Delta.dB,EEG Fp1_Alpha.dB,EEG F3_Delta.dB,EEG F3_Alpha.dB,EEG C3_Delta.dB,EEG C3_Alpha.dB,EEG P3_Delta.dB,EEG P3_Alpha.dB,EEG O1_Delta.dB,EEG O1_Alpha.dB,EEG F7_Delta.dB,EEG F7_Alpha.dB,EEG T3_Delta.dB,EEG T3_Alpha.dB,EEG T5_Delta.dB,EEG T5_Alpha.dB,EEG Fc1_Delta.dB,EEG Fc1_Alpha.dB,EEG Fc5_Delta.dB,EEG Fc5_Alpha.dB,EEG Cp1_Delta.dB,EEG Cp1_Alpha.dB,EEG Cp5_Delta.dB,EEG Cp5_Alpha.dB,EEG F9_Delta.dB,EEG F9_Alpha.dB,EEG Fz_Delta.dB,EEG Fz_Alpha.dB,EEG Cz_Delta.dB,EEG Cz_Alpha.dB,EEG Pz_Delta.dB,EEG Pz_Alpha.dB,EEG Fp2_Delta.dB,EEG Fp2_Alpha.dB,EEG F4_Delta.dB,EEG F4_Alpha.dB,EEG C4_Delta.dB,EEG C4_Alpha.dB,EEG P4_Delta.dB,EEG P4_Alpha.dB,EEG O2_Delta.dB,EEG O2_Alpha.dB,EEG F8_Delta.dB,EEG F8_Alpha.dB,EEG T4_Delta.dB,EEG T4_Alpha.dB,EEG T6_Delta.dB,EEG T6_Alpha.dB,EEG Fc2_Delta.dB,EEG Fc2_Alpha.dB,EEG Fc6_Delta.dB,EEG Fc6_Alpha.dB,EEG Cp2_Delta.dB,EEG Cp2_Alpha.dB,EEG Cp6_Delta.dB,EEG Cp6_Alpha.dB,EEG F10_Delta.dB,EEG F10_Alpha.dB
954.0,1,-80.34577181636723,-94.88550120509224,-91.43754537969043,-95.78527950195209,-84.33866793855763,-96.60597043814569,-82.76695284401279,-95.07878897154852,-80.26924159100112,-94.15529428017975,-82.50426407889626,-94.42553212898301,-86.05178539399978,-95.48227537157878,-82.09947198805608,-92.3603106877843,-85.02724863377517,-97.70555161909732,-89.16532598330451,-96.76961457877508,-82.09611492432265,-95.86549724824692,-82.81260869924473,-95.9193159280445,-87.00844255247895,-95.9491335683602,-90.52550379689919,-98.3571367814563,-83.66184923268337,-96.50482198522566,-81.77622553441877,-95.41720344864328,-83.66105324479639,-96.90292215695102,-84.8232845430503,-96.65754167682358,-82.72839456059172,-96.47384816872433,-81.67983558285204,-95.54924263380127,-80.55701778931956,-94.35170752669869,-85.26908082348731,-94.00537861529489,-82.06221839589402,-93.780952131058,-80.84727755964587,-94.1911946707482,-83.88625895949183,-96.91949107706513,-83.0820911817234,-95.76067906837804,-82.03786946872967,-96.00900608961831,-81.9998676338962,-94.8924496105904,-79.98238673586194,-93.29605106333419
956.0,1,-73.34622193988113,-95.17208765590374,-86.68024960399677,-94.95177197661434,-76.28334685369661,-95.85036254001578,-74.61296713631425,-94.23943067639851,-73.31293512851116,-92.24216605756223,-86.82632347077629,-93.65695710564658,-75.54747046332493,-93.17985608507777,-73.19187044488437,-92.12580698888154,-77.07257898257568,-96.26997274250782,-78.04945438719108,-94.61370002126196,-75.0389750821922,-95.20298327370045,-75.08553947985008,-93.52883535907205,-74.76376799877923,-92.69864169359003,-84.41774722138517,-97.91418774902647,-76.25371533317585,-96.6326617789459,-74.52967793506926,-94.98685040020206,-76.46615880886705,-94.83862341876633,-80.2661921289019,-97.30089827300083,-75.6103528041896,-95.02451808815563,-74.33625546836674,-95.6616877034484,-72.63867264789295,-92.03423094364526,-82.14674694244815,-95.03075430341354,-73.89372111800385,-93.95300154587966,-72.52859480888637,-93.38113014726684,-76.73632018443021,-96.90361522318233,-76.4770005571188,-95.93369464899453,-75.0801542084544,-95.61506907843759,-74.01820079095609,-95.16571559447104,-73.02531103353016,-94.3164910063212
958.0,1,-88.30240941158003,-97.2533102960987,-92.3799536632778,-94.74450388562724,-88.17494111814247,-96.19797223739116,-86.1275392924212,-95.73690315108281,-85.68349405063783,-94.16240853164234,-81.84816712302984,-95.96070345040202,-84.27875022877005,-94.67394107925213,-85.00385214208144,-93.15421184014133,-89.47189603509271,-96.82841907757665,-86.57310215428157,-95.50265715494099,-89.29010602050238,-96.202307253519,-86.21959446430782,-96.32686119862365,-83.380892164387,-96.1161192876313,-94.04828845047584,-98.3120099270141,-88.48770939585773,-97.22196107882104,-87.71602657219601,-96.06391612043589,-84.9040682338508,-96.03575874883762,-78.7801504667719,-92.25831337498788,-88.04867864099604,-96.24924823050334,-88.20502023451822,-96.26250432275032,-86.42374798200902,-95.54665776638257,-83.04677146586691,-94.45980851018021,-87.04016134798542,-94.46147992884764,-86.62569993521882,-93.66832128362202,-88.87145459781564,-97.89686255037566,-86.82503285174802,-97.1991820840072,-88.04478726079788,-96.87703852691392,-87.4432797236502,-95.84957988818121,-84.47640739050371,-95.61504523317458
960.0,1,-75.36009422359612,-95.50755822429414,-87.84047351264695,-95.4074517361539,-77.7610966868605,-95.32869333176002,-76.01391530338964,-94.76768356102608,-74.68989624413788,-91.30826633389222,-83.81736962339119,-94.10902911098589,-77.63840835067663,-92.35690210390004,-75.61270090070249,-91.60081654292354,-79.59154204763807,-96.85045721120842,-80.3389861579912,-94.74975461981379,-76.37717393300782,-95.07233938187758,-76.84463978732212,-93.67303964194895,-76.48743688310574,-91.92221058826152,-86.25478497167762,-98.40369894873474,-78.1193149903487,-96.72671513220905,-75.83204683750958,-94.95651135446599,-76.85366669317109,-94.33703611421898,-82.83224701714018,-95.87637900208708,-76.80754727957863,-95.55210781798836,-76.41834117297736,-94.59025038040198,-74.69375419712335,-91.87810567601987,-82.34693167710957,-95.3439776766664,-76.05760791226336,-94.05644127139465,-74.53955545478186,-92.30440656788556,-79.06663001954512,-95.32359159816174,-77.69337588156607,-96.09227321895929,-76.32371917778747,-96.0567897994161,-76.06561210529455,-94.32230931721499,-74.1346733591048,-93.0656816434095
962.0,1,-93.37435557106537,-97.87856652017167,-92.62421224418472,-96.11832176624787,-92.33676160041774,-97.70568148296815,-90.16097192873377,-96.22934446584264,-87.67112887939531,-95.35534401154032,-89.3240747997273,-96.28183280483135,-90.80164527612388,-94.94354654390564,-89.10687458107923,-94.367694768737,-94.50035494306951,-98.051662118927,-91.41695545541614,-96.88303454865556,-92.3898409207695,-97.4113679986907,-90.35990403664317,-96.016806665007,-87.77294402167449,-96.31156174422793,-93.44122001797062,-98.3618519236726,-92.80598529539185,-97.98014745908625,-90.19970720821757,-97.24108973347553,-93.87726979626599,-97.3702473184166,-89.94263601397418,-96.84908028274036,-87.1904206681212,-96.22060860398123,-91.72981452622824,-97.03907912685762,-88.00026611509226,-96.0699453887517,-87.20369404954968,-95.19011164407131,-89.39000693273246,-95.55865516998128,-87.80771009100354,-95.41370748011083,-89.18117766325055,-97.66352390946784,-90.60086147408273,-95.95423815144756,-91.557815628792,-97.75152909142045,-90.91593778545489,-96.2224191740149,-86.30409247783732,-94.41933529170663
964.0,1,-79.45221210770194,-94.89105781401753,-89.84959461662847,-95.27093770355685,-82.28852361585504,-96.26657047521128,-79.99006011820066,-94.49216268390003,-78.15446211418289,-92.58224233938576,-84.12071984974469,-95.5985087023894,-81.40994615853245,-94.67931044999742,-78.99780555737873,-92.37098167002642,-83.80348553859457,-97.53431331171208,-84.29087705820906,-96.96217850103245,-80.30771861499059,-95.37364743814656,-80.83937505768534,-94.67982608255112,-80.18591217587768,-94.6200279266138,-88.56044395523875,-98.50336196726963,-79.92240330852037,-96.01966135660663,-80.53811240397678,-95.32089706805513,-82.18134365567828,-95.69106678663466,-84.32168044902683,-95.05497184513133,-81.16074292417046,-94.95415612857231,-80.43122294902959,-94.67127183436756,-79.49123443159534,-93.12030300280807,-82.67625581289629,-95.77807578446058,-79.13759653990499,-93.09114512683323,-78.92598678274497,-93.62933516785239,-83.65796059484995,-96.3463355948517,-81.23419659163403,-94.88543445376519,-80.72668137372108,-95.75531992165648,-79.95036779403429,-93.33528259018978,-77.38468465602804,-93.00412359378169
966.0,1,-77.10621156073762,-95.5729645194598,-86.37214644311497,-95.25158096432452,-80.17497363506743,-96.1802818165156,-78.31531173288482,-95.46054399390754,-77.30841873297504,-93.8158948299668,-79.1447762516514,-92.88069578043421,-79.67775121295438,-93.88802707598194,-77.80460786512317,-91.57802955809896,-80.823657815859,-97.25441056098326,-81.47099743183274,-95.84598055212282,-78.62916587057045,-96.61491570513823,-78.41540980482833,-95.2054285015521,-78.38765580456923,-93.1623411802476,-86.01577304592323,-98.53147325827095,-79.46428531605147,-97.0080087470117,-78.45221123449272,-96.60867942480405,-78.31631142276018,-95.29909745114284,-83.93987577480361,-96.75336244554853,-79.29585069718829,-96.40870067733582,-77.74945958159316,-96.47828192300065,-77.33995544798992,-93.72738539949549,-79.38366826323777,-96.00916590686396,-77.5084329068824,-94.55960953513775,-77.06497031302486,-92.9635045915385,-79.66770975153005,-96.33691535905363,-80.44938072486337,-96.72096895109175,-78.38869999188016,-96.77111671888575,-77.99089546279146,-96.2892226090417,-76.59590525184532,-95.09668171688614
968.0,1,-77.29009691607197,-95.4182875901143,-85.25894754269773,-95.91417426381456,-78.94345604499641,-95.40725690306633,-76.29200273249549,-93.68381614345957,-75.7856151333654,-92.86853296646231,-83.61837400109543,-94.67105040081606,-76.73166925124167,-93.79352998885747,-75.53437824562846,-92.13248173975224,-80.01093129823784,-96.60189079038865,-79.8611049315797,-95.48680951997041,-77.41203604470235,-94.20240516335133,-76.42113069563943,-93.97142597467429,-75.377046280151,-92.82570433645006,-86.10528562987423,-98.1060539218085,-79.09522636107089,-96.10357627077408,-77.2511008581866,-94.02543439170202,-76.54005381133119,-95.10618356408571,-87.08893774646666,-95.50503665877241,-78.52154467250078,-94.18892973621972,-76.56046734453193,-94.17259527019067,-75.45343593731091,-92.40369816622496,-85.318371730338,-96.3546489762193,-76.71041737035088,-95.35304004862816,-74.91131147786757,-94.81551577919171,-79.28369465900784,-95.89055833870104,-79.63851450232448,-95.96537817002529,-77.05260787422013,-94.14963157174526,-76.55089120472324,-94.34435550489599,-75.05262395637524,-95.08681159796384
970.0,1,-77.09097681282677,-94.1672661342619,-87.40506678815643,-96.17367677877078,-78.85459790242035,-95.28848944668667,-77.31911036107894,-94.01018269457394,-76.68338016165436,-92.07205589310942,-86.60068732301471,-95.97571544408878,-77.76452167652496,-95.31331335738702,-76.31701348037716,-92.72479063174394,-80.01987095939089,-96.78131281027015,-80.42632862513295,-96.3092926986217,-78.67884941424546,-94.28208030609659,-77.25909690668394,-94.95516619815359,-77.43951780283946,-94.59017809539874,-85.43119487591181,-98.25811212255451,-79.10540118306868,-95.40363272445917,-77.60436235213123,-93.50251500383293,-78.68975163968065,-94.34821154954884,-82.50242736717209,-96.13820454866506,-78.62007720692345,-94.52088713570284,-76.90334097594662,-94.44348646925343,-76.62144878467328,-92.5564806588327,-83.6331684482457,-94.66833887394563,-76.64708157698384,-93.31601386221948,-75.89075729699388,-92.22716268387379,-78.93780701994216,-93.65137291432998,-78.71242517001295,-95.48316866042624,-77.73342120957932,-94.61036474805124,-76.807540756966,-94.69803792188213,-75.23227660813208,-92.95965383166843
972.0,1,-84.84466886163023,-95.3563177388107,-89.75564445523831,-96.14762976569563,-91.56924814591517,-97.41695955156574,-88.07104416593178,-95.69545062684936,-87.9096758631759,-94.92802286243887,-80.50507046189273,-94.65383195333543,-86.79736350352123,-94.1141450639612,-87.81140389698315,-93.85256573224892,-91.15412270387279,-97.81416994361408,-88.87505724781954,-96.10520592974916,-90.18891468423932,-96.41853282020053,-86.36503409214112,-95.50449910617886,-82.82602897733977,-95.34985614538469,-90.64081432043217,-97.92977686860863,-88.47435084218675,-96.9574720941728,-90.8051360231581,-95.95876960546306,-85.19887925085042,-97.51925419020483,-84.60254719343077,-95.48775079158169,-78.44352212470507,-95.189599412337,-89.38390515365978,-95.35884735197037,-88.85225927287117,-93.46660808445101,-79.22225158093492,-93.7043418650373,-83.61230762518466,-95.435241363291,-86.19598176838545,-91.39922613157758,-86.96929658801652,-97.10798911282725,-83.31762439731052,-95.87173363619763,-88.39626697801947,-96.082988944582,-86.88978817109555,-94.88483178850069,-80.40038655671441,-94.69036613137291
974.0,1,-79.48997644668276,-96.53085714811056,-87.40779369885777,-95.58333117326852,-83.35731012981049,-96.97543632475808,-80.41337559556743,-95.53737648509632,-78.44943472867986,-94.02845773410934,-85.14117192174986,-96.65412411982007,-81.0133355461678,-95.79976662694122,-79.2793646396929,-93.29501506054017,-83.19926862049813,-97.37821754434647,-83.42726347557658,-97.31219883188784,-81.20680818122526,-95.81945082201233,-80.58942438996958,-95.76540869386507,-78.95970182742911,-95.67110918015646,-86.75295979076768,-98.7000687144255,-82.59489905587961,-97.07646918176064,-81.22561599844234,-96.18310566553076,-78.84181052041498,-96.80819214400455,-87.48625000640874,-96.16651042428327,-81.82375173778169,-96.39999875375824,-81.10879590230712,-96.58886986473037,-78.9554342171555,-93.81141202843975,-86.7621199590908,-94.97504312751477,-80.43714155710904,-94.66537051913464,-79.57073493790841,-93.92276837557425,-81.79582312136012,-97.40402039956027,-82.97784555876856,-95.46013494743391,-82.12300392730373,-96.99724723096833,-81.31148579297891,-95.5301544154188,-78.82443133850495,-93.64295704900957
976.0,1,-88.84565596101423,-97.66709214877167,-89.95994466083935,-97.12238164988946,-89.0480222911397,-96.64708652039229,-88.03007773271894,-94.59603798001451,-86.38956432192074,-92.61697744346456,-83.5516877626853,-96.85262611726796,-87.31995468120542,-95.91586063584657,-87.6539447663564,-92.70901096608362,-91.2619435218214,-98.20328955412968,-87.389126757333,-97.89207227015385,-90.02785934139114,-95.61503554189434,-87.14574500741158,-96.0046784381774,-85.3203168114976,-96.81222112991392,-91.57346686818057,-98.49531175852684,-89.23513228409725,-97.81042066576121,-89.11167303580345,-95.6139078174216,-86.31734684182275,-96.86595118457419,-86.94242150946458,-96.26142394697229,-90.2036528999069,-97.43987667661196,-87.2830608738486,-97.31224648257358,-85.8596577074143,-94.05381011127686,-81.45824672192231,-95.63136305878872,-85.821982658536,-96.56278490936573,-87.2868527578151,-95.63678119445967,-88.96119981201,-97.6862956474962,-86.91931313515646,-97.16788622453765,-89.16774238683178,-96.88426706928361,-89.25866474944833,-97.28264068918806,-83.88352347686158,-95.92327005407464
978.0,1,-77.13094397307304,-95.30948465542932,-88.26084681955471,-95.86584809507322,-81.02192835605817,-95.65219942089854,-78.41027160206922,-94.4652990471265,-77.42553100789384,-93.03882329147477,-84.80704986597269,-94.9620648383499,-80.12106244356744,-95.14412046098961,-77.99346925591273,-91.93766612864961,-81.90631048806407,-96.91918147361426,-83.3008132031822,-95.9025649786586,-78.78787657695278,-95.2148695684397,-79.51078632623343,-94.86383051153943,-78.53070114810727,-95.06128967406347,-86.36010143677437,-98.45785232005305,-80.53662021911647,-96.41214737869359,-78.11264876601504,-94.44804637250871,-79.38589404528565,-96.03908587872313,-81.51437037795091,-95.00342776428396,-79.64514810296129,-94.17796296765273,-79.0792751556329,-93.47130674826329,-77.36056024886967,-92.34070661518005,-79.87232756792496,-95.41813996617094,-77.51778213766036,-92.1155061020105,-76.9080400695008,-90.2552143592201,-80.52429556144651,-96.05753745942937,-79.64135386571341,-93.94170478427,-78.61683660734793,-94.45750921586131,-78.28592118252264,-92.90241275013292,-74.99392736175712,-92.73108581628536
980.0,1,-79.90149544437764,-95.59046045307512,-88.19322668629461,-96.64879745105979,-80.732617658718,-95.57588709865314,-80.04866575055058,-95.59088583599049,-78.70991370445226,-93.09787998892068,-89.47595000703456,-95.45810954937562,-81.33770947869658,-94.64189526746566,-79.2891532472118,-92.00913913393117,-81.44741308095918,-96.88329890325153,-84.12104049490496,-96.5348042852099,-80.09793716691425,-95.8352320021576,-79.6508068858568,-95.14279876784768,-81.55401781611793,-95.66545376937688,-88.01353151133125,-97.97401795147204,-80.12123944412166,-96.53000338222444,-79.54773104720631,-95.52466494049395,-80.65978283970296,-96.00467804492607,-87.09489398473286,-95.35143446736838,-79.95637071935872,-96.81047593525392,-79.48747887601084,-95.32951997121471,-78.10860375061145,-93.2742087956781,-82.87657055575002,-95.73150935366563,-79.21297304195029,-93.76582283455015,-78.93524607425958,-93.05743496554378,-83.13429861901778,-96.9514828848042,-81.04128851005134,-96.45464712915172,-79.89256528250907,-95.98275973085128,-79.83199395213094,-95.00287442314863,-78.0896749419048,-93.64183563676085
982.0,1,-81.1458940110338,-95.51368459883673,-89.35722656282107,-94.9322181120698,-82.54698729803452,-95.29778452434252,-81.30440491473833,-93.81812900232669,-79.5449261795011,-91.64782409809105,-81.92093437592676,-93.51290915703457,-82.10478757048271,-93.05642229240297,-80.50407494148436,-90.09721855698346,-83.77269394859158,-96.71843687533075,-83.98737856251508,-95.09423288651435,-81.83818015171389,-94.63174089869229,-81.5665644117669,-93.89871496988565,-80.50678578856372,-91.77013460288626,-88.82283251883644,-97.81184438003706,-82.82280912146209,-95.48774668272634,-80.7596039129586,-94.03269718343063,-81.77339876049543,-93.34883894730739,-84.72490412962654,-96.21679570826798,-81.02531604117856,-94.5645403266124,-79.9752148193779,-93.63257491701793,-79.90890634518357,-92.61362972556334,-80.84996712249239,-92.6997337678142,-81.48779711119978,-90.47112197194112,-80.04641982586072,-89.4526204132054,-83.59040549956308,-96.58619031511051,-83.14960467916958,-95.24063648691923,-80.62199409776723,-94.742641253193,-81.24695893775956,-91.6049268840533,-80.30592392283098,-92.15996064525237
984.0,1,-85.25573884658306,-96.66368184116457,-89.93258220042458,-95.65663451500302,-82.02194034066167,-93.00884171614572,-87.48179777745015,-96.25822949424509,-84.9477139973365,-95.76951154029615,-84.15043058358981,-94.54297008547469,-88.1483671341406,-95.48181320196835,-85.41137099952424,-93.29684542534217,-87.53200506007808,-97.90099534790005,-87.36343433617046,-97.28952435548621,-86.46212816936084,-97.3742949710873,-87.15008810903485,-95.82312211974269,-86.00210618981039,-95.46756304502871,-89.0437414979352,-98.89756777867625,-86.83012954045496,-97.29755523400232,-86.41071103584922,-97.20944445817182,-86.18538631880406,-96.67976089220267,-90.3758945573948,-94.76077905645127,-85.00844587210615,-95.81917565721486,-86.17076965262333,-95.88631547628523,-86.56653983633558,-94.881874006623,-83.98069531493536,-93.4088390174789,-85.75285466053231,-92.35954066903182,-86.10867072810487,-92.75190912183052,-80.03080801379613,-96.5884437628186,-86.80839397907545,-94.2935698783565,-85.88024642879644,-97.27246020460436,-87.18319166401885,-93.45793330512855,-84.60910055148226,-93.02803355208815
986.0,1,-81.4629266131905,-93.22231420500836,-93.56049451510563,-95.70824734253554,-84.79703769741965,-95.17400023504008,-82.90814246343459,-93.23831013493938,-82.39927623982608,-92.21107802186913,-88.96547782045434,-96.66452080139396,-84.52767838285166,-93.50600585828079,-82.05184520701576,-92.10745382603727,-85.7846217019967,-95.8979778407123,-87.58948515943658,-95.32327949328351,-83.86550703807873,-94.40590193302846,-83.74870031794181,-93.98234557457036,-82.84629683419584,-94.98277794307738,-90.70829932350712,-97.77476763583941,-83.83276222124434,-95.03829934289888,-83.47726266478558,-93.99805825107961,-83.49292107974426,-94.75513887133141,-86.5609107273896,-96.47532829301313,-83.06139398984718,-93.88143863805061,-82.0995138740175,-93.4001273489302,-82.32852212015983,-92.34704982608673,-87.07076533539819,-95.80204646217304,-83.3971241702264,-92.75821113160495,-81.55281301453189,-92.84199670407921,-84.9065807903591,-94.51778028578892,-84.529403592004,-93.35783909071516,-83.48208141010859,-93.5898102195006,-83.15756702822628,-93.10745369145165,-80.96900231176048,-92.4368919568572
988.0,1,-76.903018913675,-94.21206912492808,-84.92238642247443,-94.077767391069,-78.76123605552014,-94.78409008620687,-76.63397196058436,-92.80824174976914,-75.53950561899154,-91.05700153784281,-86.92925579234993,-94.18198706658244,-76.69130593763185,-92.44415367670122,-75.68714129085512,-91.10541713319122,-79.61249594942225,-95.7590182028852,-79.67433283765486,-94.3732451877964,-77.69954057890402,-93.80866074054347,-76.42002264991217,-92.31408330043827,-75.16970469745557,-91.55107054103053,-87.20511008461948,-97.57069052484427,-78.92587007374345,-95.3485802986286,-77.34462218913309,-93.34290430448868,-78.32258439208815,-93.05637232440851,-82.64409809326062,-95.33207916720497,-78.50336917115956,-94.42548415704317,-75.82614134336458,-93.3674068541585,-74.73873517429341,-91.63374098705344,-83.97003272569647,-93.82156855981799,-76.3700488525333,-92.96794673405701,-74.44649502894752,-91.3796687455507,-78.98083697882296,-96.51179704505525,-78.92266853375757,-95.48469241376222,-77.48442626005412,-94.37541444740484,-76.2684392230195,-93.48888786243066,-74.10786438558497,-92.49675207169389
990.0,1,-93.09728428127526,-97.63965606641122,-89.70946043203936,-98.09444492736708,-87.28163923767598,-97.77235832712546,-84.93767138883126,-96.64635892890304,-84.28237590341493,-93.35245589663138,-85.20799706654834,-96.48240833843269,-85.42628279031791,-95.5846975976662,-84.59428733663435,-93.88865986439654,-88.81615777941829,-98.26126219131005,-86.93958252458762,-96.59888167222164,-87.96821180218475,-96.68211596948724,-85.65966277839584,-96.89570773049581,-81.67764234941293,-96.50480638187994,-93.03636648430954,-98.3260390822147,-90.76687091004503,-96.89400339204367,-88.86836154851046,-96.90194961934056,-89.79076560576848,-97.80838370966231,-88.15239275391795,-95.80679931463378,-88.19857090894187,-95.58614887977777,-89.15155888692124,-95.37110700117786,-83.62363518276655,-93.67776739438766,-85.68528964694615,-96.56653085055437,-87.37976164839479,-95.88626397032175,-84.92031893330059,-94.62927402651044,-89.32422208079322,-96.81572534575173,-87.66663659795503,-95.68956201270828,-89.55799217943775,-96.43832487215276,-86.4892719847365,-95.34516878534704,-84.74833803532121,-95.51720842345239
992.0,1,-77.2478785340963,-93.2399101038358,-88.57125214201035,-96.57749109199247,-81.64638175674025,-94.80141104391008,-79.8502236301971,-92.81843461454386,-79.00131885441509,-92.3944489220162,-82.97645369673702,-96.06269664705164,-81.3545463305031,-93.19032421466792,-78.71066214730081,-90.22660686185719,-82.12783782313531,-95.85474730356717,-84.31914744178917,-95.92759589202915,-79.70289916203214,-94.40327808465268,-79.74412527947375,-93.65305458178824,-82.020634431725,-95.14025962131802,-86.9186543316209,-97.97607809753015,-80.54153078513937,-95.17075025836205,-79.70473717078417,-93.60947688950112,-81.31903213908983,-95.15187556830338,-82.13705317400118,-95.65649125693062,-79.83264844224657,-94.14096785966736,-78.56302875675352,-93.34002464536024,-78.60884855776365,-92.60495168961421,-83.17085145261649,-93.58682130697203,-78.18472806306164,-92.09736835636062,-77.95810185788874,-91.78618770089278,-81.36501854729997,-95.42848387493035,-79.57019270754357,-93.08490608032608,-79.04460684468461,-94.1673325496012,-78.65966589921459,-92.72371638644498,-77.2305280117406,-90.54005211729009
994.0,1,-89.28563129147537,-96.91101560677896,-90.01930431198969,-97.62471352582818,-87.63792603196278,-96.32805016262662,-90.21080098929902,-95.93756304705107,-87.05105115440354,-93.78249832994894,-80.05315936428536,-94.40958357385904,-85.04398882869425,-94.74721634043206,-87.55158276823003,-94.50378465773154,-90.41139437628529,-98.0387716540222,-85.96447706584853,-96.98860901468947,-91.66626191163786,-96.40513556632244,-88.45510514594824,-96.22431270511754,-80.94709963693245,-95.55883712357554,-90.06731287059608,-98.39080511513012,-91.38611276279228,-97.36131159413114,-89.74993934350893,-96.06404608109139,-89.45695988616401,-95.9685306988792,-89.63878291290601,-95.06649999389882,-88.28079251764322,-95.84884642768827,-88.17552975825492,-96.49030141044332,-86.14544760579109,-93.81110162812439,-82.43940687019197,-93.981847254953,-84.35107670263106,-92.69088528016603,-84.92355032516535,-94.92996977992144,-88.1564603470406,-97.2036236486395,-87.25513633062778,-96.12665188278127,-90.16308098721495,-97.16236903507921,-85.93912867769083,-95.57828875160637,-82.83559278421507,-94.85007430655678
996.0,1,-77.96748275556253,-96.86114770625574,-85.64671499104722,-97.4478467482566,-79.73700647207448,-96.62475005368329,-77.8420137670177,-93.67281305937723,-77.44643970362456,-92.63073578186349,-80.72970689065657,-94.47280184288476,-80.18524972865292,-92.62657368051907,-77.70274008853205,-92.05362688707494,-80.35601199504094,-97.27255432645725,-81.88602083275306,-95.6611546967836,-77.78350494045812,-94.80416285968008,-78.34893197050103,-94.05369434268657,-79.24115261082848,-93.07249580910153,-86.72582395310121,-98.53644576302324,-79.47280515954024,-96.40942897707349,-77.37135751083392,-94.31374546340354,-78.07664079043595,-95.86080460576532,-83.22281111201279,-95.3133285083276,-79.18258903607465,-95.19338284557257,-77.02151248142025,-93.77062594251198,-77.30419333248024,-92.01700606476558,-79.62937335791206,-94.8998984920147,-77.11366707722361,-93.51143770478654,-76.12139240557775,-91.51735001022067,-79.66440795830889,-97.07236698016345,-79.42764154322043,-95.04977603355492,-77.38458195453472,-94.94978941216212,-77.08390500643722,-94.3145168947428,-76.28836924852097,-92.94292486030105
998.0,1,-78.88721822365825,-95.8290926778256,-89.06092360616087,-97.38329480888498,-80.87640795573171,-96.43233886179438,-79.63261602600542,-94.94584218731846,-78.92649356624992,-93.29824239717698,-88.61181160965195,-94.14961744350276,-79.67958494209927,-92.79997823758825,-79.41699822100334,-93.39647821410031,-82.45791422928531,-96.90824935504075,-82.94392942915954,-95.75466827404944,-79.83575581230198,-95.66952044768918,-79.46161179138127,-95.28293936332268,-80.58907312259743,-93.39165373186965,-88.95957523083001,-98.53728138193844,-81.05723135266834,-95.821448081896,-79.2884511087122,-94.5030941554221,-79.97242422153786,-95.35485466532583,-85.5368541757816,-96.35910700791044,-80.43011112682552,-95.67858243217437,-78.78556982288302,-94.36858554617915,-77.64184175122041,-93.40514889885277,-82.9337791250836,-94.70693706637002,-78.04405509838487,-93.2488627640902,-77.69434905305523,-93.55123676904826,-81.95180547962104,-95.84600784396123,-80.11041183520304,-95.59244607173723,-79.24413172559612,-94.76179601308266,-78.32650631674503,-93.99973264960235,-76.50157566211544,-93.58196624021701
1000.0,1,-79.37094934082874,-97.42535975499814,-86.27597960539431,-96.05234857761747,-80.55207640928089,-95.77167394525341,-79.44942313105707,-93.70962582664822,-79.32698915279315,-91.92570994250352,-87.49034558445031,-94.25363084938226,-79.12107824823259,-93.2801514742841,-78.91052815497235,-92.17293762293505,-81.64262731790664,-97.19898322783847,-81.7586848288745,-95.53782674048016,-80.12171895809036,-95.12332413000323,-79.50146839388489,-93.6322847847124,-78.10707223493161,-93.061932447595,-86.85508335195834,-98.30997912992225,-80.84215677482658,-96.4699924255284,-79.64367546485319,-95.44706845967127,-80.90055810680141,-95.8953803053513,-82.97916670275896,-96.80882056126165,-80.75249808263058,-96.171113299255,-79.87798456200701,-95.3728325915364,-78.06983488507502,-93.596734344285,-86.01213230833531,-98.28235799217104,-78.79599190652687,-95.32597630728864,-78.24596234280301,-94.46935240031017,-81.89635659579614,-96.85823801405738,-80.69282280836818,-96.82423498543812,-80.24520710283,-96.19162271356238,-79.82493976373367,-95.13289286668935,-76.78154724171073,-96.3494449947221
